path,prior_bytes,prior_sha256,final_bytes,final_sha256,state,reason,tests,readback
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_AGENT_RUNTIME_ROUTING_v1.2.html,18535,6bb76812e2597d1fd901bca5fbd44c1d9629c6a1adf17ad1d30468fc77750e41,36619,fa0c3cbee9d1524121eab90852970f30c4e49c1dd26a15f554959bce675dc011,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_ASSET_PATTERN_LIBRARY_v1.2.html,18552,283054ed739297286359e6a151fd3c922167a1c44925726f05a4c44f015d9719,36602,b8b82fee0a31b392930c9422f317199701c11e8c61aaccaf9125d3bc0dada70e,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_BENEFITS_ASSETS_v1.2.html,19005,376a5dcd7d0e2b60116193d5a833acc1f71ada16cf032272688e728c588b3a44,36765,3cfb7025bb78ace1004f18292af88c92d175dfeef8bd2364b408170941dfaccd,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_CANONICAL_LIBRARY_v1.2.html,17427,80fdf4aa785d51f79887c9307324810bcb8746d48bf863084890cc6264765478,36325,9f89393c10ce0acebcaddaf767ee8632f325da7c2118af48d8f8bcdde65a57c4,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_CONTEXT_MEMBRANE_v1.2.html,18145,fdaf977ce3c525a43e6dbe83bbf3dbc59b6c9a73916229768b737c7ca2fd9515,36367,5bafecc215e2fe6ea21b97db8b2e5ae9a0f86cce62b463b0846b9459ebbe1fe2,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_CURRENT_WORK_OBJECT_QUEUE_v1.2.html,17629,5b051ea281523c955f270e956a891545c6f3bb93d072abe5ba9ef7e86e1661c5,36977,cc2efe059ec427d91242dc8732ec6a88f3eeef11772dd23277dabde3304f07ed,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_MESH_CONTROL_GATES_v1.2.html,18646,7bbdd7a2f917525a3a825ad7918a6d5316005065a1b3dfd102719f186ad92844,36444,7e6a60a1c8b7ece55fcd581a03afd1c1e5cca3e1fd8e2f3e1693066dd91cd5a7,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_METHOD_LIBRARY_v1.2.html,17709,7822d8acdaeaf2f47070c1e2af09583eaf53217003a6823267bf84d15127135e,36102,776553b09c3bdbe673f8f584492c73a974153d75d47a99273a295357c2a4cc58,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/ELEMENT_SERVICE_CATALOGUE_v1.2.html,19065,11df63d83ac93174b1a86ce65a44096f3a2e0ba305716f319f5092c61dcaa743,36834,f00c20b7876466592289a43d53f58a8477f1619a9e21d197c53f5710b20f1276,current,"Regenerated from registry in place: uniform L1 surface, mesh/verb integration, 27 L3 cells (normalized display); prior content preserved in SharePoint version history + baseline manifest",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/NAVIGATOR_NEW_PROCESS_AND_OFFERING_START_v1.0.html,,,12866,5be43a26fc3fd2e490af27728ea36e2c44f591f2c9584df598697fbe5f28fa87,current,NEW: governed Process/Offering candidate initiation surface,35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/NAVIGATOR_NINE_VERBS_BENEFIT_ROUTE_v1.0.html,16169,6f65b52cc6ce27de26b19d298efb6dec4a501f60f2c4ba09835a112091da8352,32580,45c14d22edcdac8e5c14f83d5ee5fbb0daba8fb8c3770be174010dfcb9f39829,current,Regenerated from registry: env-specific absolute SharePoint URLs replaced; full verb field contract,35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/NAVIGATOR_OPERATING_SURFACE_v4.6.html,,,45791,66a48542433431edfc29bb86fc0b5a555a97be07993aea58e46ee1d215b24766,current,"NEW current: extracted from v1.5 srcdoc (live copy), obsidian-only verb links -> relative; supersedes drifted embedded duplicate",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/NAVIGATOR_PARALLEL_DELIVERY_CONTROL_v1.1.html,33691,5277df29ddfe077fdd4c55bf90f3f5b9160f47a19be360ed75563b39eb71e989,33694,f642cfd0488afdb163f63f7cf26add7f67bbcb547152661d01019b886b754f78,current,Updated in place: Working Memory link depth corrected (4 ups -> 5),35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/COMPONENTS/NAVIGATOR_WAVE_RUNNER_v0.3.html,,,32074,582f265b2d364f416f70ea2356626b1da8656209b9a38d1e8bba4201f21f3bb5,current,NEW current: extracted from v1.5 srcdoc (live copy); supersedes drifted embedded duplicate,35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/NAVIGATOR_BENEFIT_REALISATION.json,1889,0ce8b329bd43469fe687b498263d0df2d1abc8c9b361f20dae0a5ffb69939bd1,2389,0c58352b8888cb204b8ff5de8489321d5618b54cda1b355f36fd76964d2da155,current,Refreshed: new technical outcomes appended; realised benefits remain [],35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/NAVIGATOR_DELIVERY_STATE.js,,,14955,5ad8346571e0a3de41a08ffc8341474713835020a2d487357bf3921c239a38b3,current,NEW: generated from NAVIGATOR_DELIVERY_STATE.json (single source; replaces drifting embedded literal),35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/NAVIGATOR_DELIVERY_STATE.json,17181,9596bafd6155276bb585f353afef0483d0ed05ebc7b81c3e96ca7b0779aabaf7,15952,2f8d3810cd42853ca0c2c2cdb573bb600d1d7610836e570f789924bbff382ddb,current,Refreshed: top priorities + one next action aligned,35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/NAVIGATOR_L1_L2_L3_ROUTE_REGISTRY.json,,,81211,a5927546a7c525a27d6cdf356e71e466d6fe1e63f4e5ea3314552bd17fca1aa1,current,NEW: single routing/validation registry (normalized L3 with resolution rule),35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/NAVIGATOR_PRIORITY_MODEL.json,2991,b85977f066eff2e14a9a4a86e9d5ba3c6625e8fd4127611e2ad7934de5ba5fa6,2697,9a84f16cb94079e2e364eb9a8dfce78102d8cef91caf8a759f4f146392c08c5a,current,Refreshed: priorities aligned with completed cycle,35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/TEST_OFFERING_001_CANDIDATE.json,,,5284,9a153826829c67ae21304d3782882513b6762f3e56f19f882a2812fcf527b9e8,current,"NEW: synthetic Offering fixture, V1-V9 trace (V7 HOLD)",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/DATA/TEST_PROCESS_001_CANDIDATE.json,,,5271,2abde65d747cce1e2983f31b424187730c0c135296d4c5a05165b314a22b51fc,current,"NEW: synthetic Process fixture, V1-V9 trace (V7 HOLD)",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/NAVIGATOR_UPDATED_HTML_AND_CANVAS_PACKAGE_INDEX_v0.1.html,6085,f7615eab49369a6ebe8b175c3952ccd2f1d85b38c987cc3d6ba3cbb34db578bd,7680,7a024ed0ed51700be1f8f06e25002104087321146de48efb11482f9939752224,current,Regenerated: stale v1.1 refs and obsidian-only canvas routes corrected,35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
Obsidian/00_SYSTEM/NAVIGATOR_SUPPORT/CURRENT/SYNAPSYS_NAVIGATOR_MVP_ARCHITECTURE_v1.5.html,203775,a06651e41cfdaf6bd0ecef96d9013cfd11eaef0d1ff81fc1fb86aa2fd5b20069,49233,ac16fc5543645541154f7480a826648800cbc5aa465bcdbd72513d1f76431f8a,current,"Updated in place: browser-safe routes, CSP same-origin fix, srcdoc iframes externalized, embedded state -> DATA .js, JS defect guard, priorities aligned, static L1L2L3 section, responsive fix (206KB->49KB)",35-test harness + nested sweep + 134 browser checks + adversarial injections,sp_write returned-hash match + spot sp_read (final return)
